state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-01-01,Parts per billion Carbon,No Events,1,100.0,Y,3.0,3.0,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-01-07,Parts per billion Carbon,No Events,1,100.0,Y,1.8,1.8,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-01-13,Parts per billion Carbon,No Events,1,100.0,Y,1.2,1.2,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-01-19,Parts per billion Carbon,No Events,1,100.0,Y,2.3,2.3,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-01-25,Parts per billion Carbon,No Events,1,100.0,Y,1.4,1.4,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-01-31,Parts per billion Carbon,No Events,1,100.0,Y,1.8,1.8,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-02-06,Parts per billion Carbon,No Events,1,100.0,Y,1.0,1.0,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-02-12,Parts per billion Carbon,No Events,1,100.0,Y,1.2,1.2,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-02-18,Parts per billion Carbon,No Events,1,100.0,Y,1.6,1.6,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-02-24,Parts per billion Carbon,No Events,1,100.0,Y,2.1,2.1,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-03-01,Parts per billion Carbon,No Events,1,100.0,Y,1.1,1.1,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-03-07,Parts per billion Carbon,No Events,1,100.0,Y,1.8,1.8,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-03-13,Parts per billion Carbon,No Events,1,100.0,Y,1.1,1.1,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-03-19,Parts per billion Carbon,No Events,1,100.0,Y,1.2,1.2,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-03-25,Parts per billion Carbon,No Events,1,100.0,Y,1.8,1.8,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-03-31,Parts per billion Carbon,No Events,1,100.0,Y,1.0,1.0,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-04-06,Parts per billion Carbon,No Events,1,100.0,Y,0.9,0.9,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-04-12,Parts per billion Carbon,No Events,1,100.0,Y,1.0,1.0,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-04-18,Parts per billion Carbon,No Events,1,100.0,Y,0.5,0.5,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-04-24,Parts per billion Carbon,No Events,1,100.0,Y,0.6,0.6,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-04-30,Parts per billion Carbon,No Events,1,100.0,Y,0.9,0.9,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-05-06,Parts per billion Carbon,No Events,1,100.0,Y,0.7,0.7,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-05-12,Parts per billion Carbon,No Events,1,100.0,Y,1.3,1.3,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-05-18,Parts per billion Carbon,No Events,1,100.0,Y,0.7,0.7,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-05-24,Parts per billion Carbon,No Events,1,100.0,Y,0.8,0.8,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-05-30,Parts per billion Carbon,No Events,1,100.0,Y,0.3,0.3,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-06-05,Parts per billion Carbon,No Events,1,100.0,Y,0.3,0.3,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-06-11,Parts per billion Carbon,No Events,1,100.0,Y,0.2,0.2,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-06-17,Parts per billion Carbon,No Events,1,100.0,Y,1.0,1.0,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-06-23,Parts per billion Carbon,No Events,1,100.0,Y,0.7,0.7,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-07-05,Parts per billion Carbon,No Events,1,100.0,Y,0.7,0.7,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-07-11,Parts per billion Carbon,No Events,1,100.0,Y,0.8,0.8,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-07-17,Parts per billion Carbon,No Events,1,100.0,Y,0.3,0.3,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-07-23,Parts per billion Carbon,No Events,1,100.0,Y,0.8,0.8,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-07-29,Parts per billion Carbon,No Events,1,100.0,Y,1.5,1.5,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-08-04,Parts per billion Carbon,No Events,1,100.0,Y,0.8,0.8,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-08-10,Parts per billion Carbon,No Events,1,100.0,Y,1.1,1.1,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-08-16,Parts per billion Carbon,No Events,1,100.0,Y,1.1,1.1,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-08-22,Parts per billion Carbon,No Events,1,100.0,Y,1.5,1.5,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-08-28,Parts per billion Carbon,No Events,1,100.0,Y,0.6,0.6,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-09-03,Parts per billion Carbon,No Events,1,100.0,Y,0.4,0.4,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-09-09,Parts per billion Carbon,No Events,1,100.0,Y,1.9,1.9,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-09-15,Parts per billion Carbon,No Events,1,100.0,Y,0.6,0.6,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-09-21,Parts per billion Carbon,No Events,1,100.0,Y,1.0,1.0,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-09-27,Parts per billion Carbon,No Events,1,100.0,Y,1.3,1.3,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-10-03,Parts per billion Carbon,No Events,1,100.0,Y,2.1,2.1,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-10-09,Parts per billion Carbon,No Events,1,100.0,Y,0.6,0.6,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-10-15,Parts per billion Carbon,No Events,1,100.0,Y,1.3,1.3,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-10-21,Parts per billion Carbon,No Events,1,100.0,Y,1.3,1.3,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-10-27,Parts per billion Carbon,No Events,1,100.0,Y,2.2,2.2,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-11-02,Parts per billion Carbon,No Events,1,100.0,Y,0.6,0.6,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-11-08,Parts per billion Carbon,No Events,1,100.0,Y,1.0,1.0,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-11-15,Parts per billion Carbon,No Events,1,100.0,Y,0.8,0.8,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-11-20,Parts per billion Carbon,No Events,1,100.0,Y,3.2,3.2,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-11-26,Parts per billion Carbon,No Events,1,100.0,Y,0.6,0.6,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-12-02,Parts per billion Carbon,No Events,1,100.0,Y,0.5,0.5,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-12-08,Parts per billion Carbon,No Events,1,100.0,Y,0.5,0.5,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-12-14,Parts per billion Carbon,No Events,1,100.0,Y,0.8,0.8,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-12-20,Parts per billion Carbon,No Events,1,100.0,Y,1.4,1.4,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0041,45201,2,42.317372,-70.968359,WGS84,Benzene,7,24 HOUR,,2000-12-26,Parts per billion Carbon,No Events,1,100.0,Y,0.7,0.7,0,,146,6L PRESSURIZED CANISTER - PE8700;AUTO GC;SUBAMBIENT-DUAL FID,BOSTON LONG ISLAND,LONG ISLAND,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0042,45201,10,42.3295,-71.0826,WGS84,Benzene,7,24 HOUR,,2000-09-15,Parts per billion Carbon,No Events,1,100.0,Y,1.4,1.4,0,,136,INSTRUMENTAL - ENTECH 2000 W/ MS/FID,DUDLEY SQUARE ROXBURY,HARRISON AVE,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0042,45201,10,42.3295,-71.0826,WGS84,Benzene,7,24 HOUR,,2000-09-03,Parts per billion Carbon,No Events,1,100.0,Y,1.6,1.6,0,,136,INSTRUMENTAL - ENTECH 2000 W/ MS/FID,DUDLEY SQUARE ROXBURY,HARRISON AVE,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0042,45201,10,42.3295,-71.0826,WGS84,Benzene,7,24 HOUR,,2000-09-07,Parts per billion Carbon,No Events,1,100.0,Y,2.5,2.5,0,,136,INSTRUMENTAL - ENTECH 2000 W/ MS/FID,DUDLEY SQUARE ROXBURY,HARRISON AVE,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0042,45201,10,42.3295,-71.0826,WGS84,Benzene,7,24 HOUR,,2000-09-09,Parts per billion Carbon,No Events,1,100.0,Y,3.1,3.1,0,,136,INSTRUMENTAL - ENTECH 2000 W/ MS/FID,DUDLEY SQUARE ROXBURY,HARRISON AVE,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0042,45201,10,42.3295,-71.0826,WGS84,Benzene,7,24 HOUR,,2000-09-21,Parts per billion Carbon,No Events,1,100.0,Y,2.5,2.5,0,,136,INSTRUMENTAL - ENTECH 2000 W/ MS/FID,DUDLEY SQUARE ROXBURY,HARRISON AVE,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0042,45201,10,42.3295,-71.0826,WGS84,Benzene,7,24 HOUR,,2000-10-03,Parts per billion Carbon,No Events,1,100.0,Y,3.4,3.4,0,,136,INSTRUMENTAL - ENTECH 2000 W/ MS/FID,DUDLEY SQUARE ROXBURY,HARRISON AVE,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0042,45201,10,42.3295,-71.0826,WGS84,Benzene,7,24 HOUR,,2000-10-09,Parts per billion Carbon,No Events,1,100.0,Y,0.9,0.9,0,,136,INSTRUMENTAL - ENTECH 2000 W/ MS/FID,DUDLEY SQUARE ROXBURY,HARRISON AVE,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
25,025,0042,45201,10,42.3295,-71.0826,WGS84,Benzene,7,24 HOUR,,2000-10-27,Parts per billion Carbon,No Events,1,100.0,Y,3.8,3.8,0,,136,INSTRUMENTAL - ENTECH 2000 W/ MS/FID,DUDLEY SQUARE ROXBURY,HARRISON AVE,Massachusetts,Suffolk,Boston,14460,"Boston-Cambridge-Newton, MA-NH",2013-06-11
